Número processo,Categoria,comarca,vara,juiz,Pena Base,Pena Definitiva,Culpabilidade,Antecedentes,Personalidade do Agente,Circunstâncias do Crime,Pena-Base Minimo?,Reincidência,Contra Criança/Idoso/Enfermo/Grávida,Menor de 21 ou Maior de 70,Confissão Espontânea,Pena Provisória,Crime Tentado,Concurso de Pessoas,Restrição de Liberdade da Vítima,Arma Branca,Arma de Fogo,Conversão da Pena
1500196-40.2022.8.26.0319,Roubo Majorado,Lençóis Paulista,3ª Vara Cumulativa,Dr. Jose Luis Pereira Andrade,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500196-49.2021.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,1825,4195,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500198-19.2021.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Dr(a). Flavio Roberto de Carvalho,1825,3725,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500198-42.2022.8.26.0567,Roubo Majorado,Sorocaba,3ª Vara Criminal,Daniella Camberlingo Querobim,1711,2723,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500201-92.2022.8.26.0600,Roubo Majorado,Lins,2Âª Vara Criminal,Dr(a). FÃ¡bio Renato Mazzo Reis,1450,2560,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Sim,Não,Não,N/A,Não,Sim,Não,Sim,Não,Não convertida
1500215-37.2022.8.26.0322,Roubo Majorado,Lins,2ª Vara Criminal,Fábio Renato Mazzo Reis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,N/A,Não,Sim,Não,Sim,Não,N/A
1500225-88.2021.8.26.0622,Roubo Majorado,Itararé,2ª Vara,Dr(a). FÁBIO APARECIDO TIRONI,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Não,N/A,Não,Sim,Sim,Não,Não,Não convertida
1500226-62.2020.8.26.0152,Roubo Majorado,Cotia,Vara Criminal,Sergio Augusto Duarte Moreira,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500227-85.2021.8.26.0613,Roubo Majorado,Tambaú,Vara Única,ENDERSON DANILO SANTOS DE VASCONCELOS,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Sim,Sim,Não,N/A,Não,Sim,Sim,Não,Sim,N/A
1500231-82.2021.8.26.0594,Roubo Majorado,Lençóis Paulista,1ª Vara,Dra. Natasha Gabriella Azevedo Motta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500254-76.2022.8.26.0599,Roubo Majorado,Rio das Pedras,Vara Única,DALTON LACERDA VIDAL VITAL FILHO,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Não,Não,Não,Não,Não convertida
1500263-52.2021.8.26.0347,Roubo Majorado,Matão,Vara Criminal,Ricardo Domingos Rinhel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500271-14.2022.8.26.0567,Roubo Majorado,Sorocaba,3ª Vara Criminal,Daniella Camberlingo Querobim,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500284-94.2022.8.26.0540,Roubo Majorado,Mauá,1ª Vara Criminal,SANDRO RAFAEL BARBOSA PACHECO,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Não,Não,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
1500286-64.2022.8.26.0540,Roubo Majorado,Santo André,3ª Vara Criminal,Jarbas Luiz dos Santos,1825,3605,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Sim,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500309-04.2022.8.26.0542,Roubo Majorado,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Sim,Não,Sim,N/A
1500309-70.2022.8.26.0617,Roubo Majorado,São José dos Campos,4ª Vara Criminal,NAIRA ASSIS BARBOSA,2835,3311,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500332-53.2021.8.26.0616,Roubo Majorado,Itaquaquecetuba,2ª Vara Criminal,Sérgio Cedano,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,N/A,N/A,Não,Sim,N/A,Não,Sim,N/A
1500334-87.2021.8.26.0142,Roubo Majorado,Orlândia,1ª Vara,JOÃO PAULO RODRIGUES DA CRUZ,2190,4865,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500335-66.2019.8.26.0005,Roubo Majorado,SÃO PAULO,13ª Vara Criminal,Dr(a). Gerdinaldo Quichaba Costa,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A,Não,Sim,N/A
1500337-06.2021.8.26.0542,Roubo Majorado,Carapicuíba,1ª Vara Criminal,Renato de Andrade Siqueira,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500337-14.2020.8.26.0583,Roubo Majorado,Pirapozinho,1ª Vara Judicial,ADRIANO CAMARGO PATUSSI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500340-79.2022.8.26.0556,Roubo Majorado,Matão,Vara Criminal,RICARDO DOMINGOS RINHEL,1748,1945,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500342-63.2022.8.26.0616,Roubo Majorado,Itaquaquecetuba,2ª Vara Criminal,Sérgio Cedano,2190,1095,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500350-74.2019.8.26.0574,Roubo Majorado,Cubatão,3ª Vara,ANDERSON JOSÉ BORGES DA MOTA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500351-25.2022.8.26.0616,Roubo Majorado,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,N/A,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Não,N/A
1500356-98.2022.8.26.0599,Roubo Majorado,Piracicaba,2ª Vara Criminal,Flavia de Cassia Gonzales de Oliveira,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500363-32.2022.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,N/A,2190,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500365-64.2021.8.26.0415,Roubo Majorado,Palmital,1ª Vara,LUCILLANA LUA ROOS DE OLIVEIRA,N/A,4301,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Múltiplas condenações,Sim,Não,Sim,N/A,Sim,Não,Sim,Não,Sim,Não convertida
1500369-29.2021.8.26.0633,Roubo Majorado,Mongaguá,2ª Vara,Bruno Nascimento Troccoli,1470,3164,N/A,N/A,N/A,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500372-11.2022.8.26.0548,Roubo Majorado,Campinas,3ª Vara Criminal,Nelson Augusto Bernardes de Souza,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A,Não,Sim,N/A
1500379-36.2022.8.26.0537,Roubo Majorado,Diadema,2ª Vara Criminal,Dr(a). Patrícia Helena Hehl Forjaz de Toledo,N/A,2430,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500385-34.2022.8.26.0540,Roubo Majorado,Santo André,1ª Vara Criminal,Maria Sílvia Gabrielloni Feichtenberger,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Uma condenação,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500401-68.2019.8.26.0418,Roubo Majorado,Paraibuna,Vara Única,PEDRO FLAVIO DE BRITTO COSTA JUNIOR,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,N/A,Múltiplas condenações,Sim,Sim,Não,N/A,Não,Sim,Sim,Sim,Não,N/A
1500409-14.2022.8.26.0556,Roubo Majorado,Araraquara,2ª Vara Criminal,Dr. Sergio Augusto de Freitas Jorge,1460,2270,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500411-09.2021.8.26.0559,Roubo Majorado,São José do Rio Preto,5ª Vara Criminal,Dr(a). Gláucia Véspoli dos Santos Ramos de Oliveira,2190,6160,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500416-75.2022.8.26.0630,Roubo Majorado,Hortolândia,1ª Vara Criminal da Comarca de Hortolândia,André Forato Anhê,8526,4260,N/A,Maus antecedentes,N/A,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500428-34.2022.8.26.0616,Roubo Majorado,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Não,Não,Não,N/A
1500437-77.2018.8.26.0699,Roubo Majorado,Salto de Pirapora,Vara Única,Thais Galvão Camilher Peluzo,1460,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,N/A,N/A,N/A
1500453-53.2021.8.26.0302,Roubo Majorado,Jaú,1ª Vara Criminal,PEDRO SIQUEIRA DE PRETTO,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Sim,N/A,N/A,N/A,Não,N/A,N/A,Sim,Não,N/A
1500475-35.2021.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,1945,2625,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Sim,Sim,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500476-18.2020.8.26.0598,Roubo Majorado,Jaú,1ª Vara Criminal,PEDRO SIQUEIRA DE PRETTO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500499-78.2021.8.26.0581,Roubo Majorado,São Manuel,1ª Vara,JOÃO GABRIEL CEMIN MARQUES,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Sim,N/A,Não,Sim,N/A
1500529-71.2022.8.26.0616,Roubo Majorado,Mogi das Cruzes,2ª Vara Criminal,CARLOS EDUARDO DE MORAES DOMINGOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Sim,Não,Sim,N/A
1500530-56.2022.8.26.0616,Roubo Majorado,Itaquaquecetuba,1ª Vara Criminal,Dra. Érica Pereira de Sousa,1460,645,N/A,Primário ou sem antecedentes,N/A,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500538-24.2021.8.26.0404,Roubo Majorado,Orlândia,2ª Vara,CLOVIS HUMBERTO LOURENCO JUNIOR,1700,1945,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Sim,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500541-57.2022.8.26.0302,Roubo Majorado,Jáu,1ª Vara Criminal,PEDRO SIQUEIRA DE PRETTO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500547-17.2022.8.26.0544,Roubo Majorado,Campo Limpo Paulista,2ª Vara,Marcel Nai Kai Lee,N/A,3970,N/A,Maus antecedentes,N/A,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500547-64.2022.8.26.0302,Roubo Majorado,Jaú,1ª Vara Criminal,Alexandre Vicioli,1665,2223,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Não,Não,Sim,Não,Não convertida
1500551-86.2019.8.26.0244,Roubo Majorado,Iguape,1ª Vara,BRUNO SANTOS VILELA,N/A,8515,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Não,Não,Sim,N/A,Não convertida
1500565-51.2021.8.26.0066,Roubo Majorado,Barretos,2ª Vara Criminal,LUCIANO DE OLIVEIRA SILVA,1945,3026,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Não,Não convertida
1500574-12.2021.8.26.0616,Roubo Majorado,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,1470,3240,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500574-40.2020.8.26.0618,Roubo Majorado,Taubaté,1ª Vara Criminal,Marcia Beringhs Domingues de Castro,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A
1500579-97.2022.8.26.0616,Roubo Majorado,Ferraz de Vasconcelos,3ª Vara,João Luis Calabrese,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,N/A,N/A,N/A,N/A,N/A
1500588-23.2020.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500591-65.2019.8.26.0536,Roubo Majorado,Guarujá,1ª Vara Criminal,THOMAZ CORREA FARQUI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500608-84.2022.8.26.0540,Roubo Majorado,Santo André,4ª Vara Criminal,Dr. Lucas Tambor Bueno,1460,5150,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500623-20.2022.8.26.0066,Roubo Majorado,Barretos,2ª Vara Criminal,LUCIANO DE OLIVEIRA SILVA,1460,2270,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não,Não convertida
1500626-14.2022.8.26.0150,Roubo Majorado,Cosmópolis,1ª Vara Judicial,Dr(a). Maria Thereza Nogueira Pinto,1460,2430,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500654-18.2022.8.26.0526,Roubo Majorado,Itu,2ª Vara Criminal e do Júri,Dr. Hélio Villaça Furukawa,1460,3605,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500661-22.2017.8.26.0223,Roubo Majorado,Guarujá,1ª Vara Criminal,Dr(a). Denise Gomes Bezerra Mota,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,Não,N/A,Não,Não,Sim,Não,Sim,Não convertida
1500687-63.2022.8.26.0540,Roubo Majorado,Mauá,2ª Vara Criminal,Paulo Antonio Canali Campanella,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500691-83.2021.8.26.0557,Roubo Majorado,Barretos,2ª Vara Criminal,LUCIANO DE OLIVEIRA SILVA,850,943,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Sim,Não,Não,Sim,Não,Não convertida
1500691-85.2022.8.26.0642,Roubo Majorado,Ubatuba,3ª Vara,Diogo Volpe Gonçalves Soares,N/A,4780,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500694-12.2021.8.26.0404,Roubo Majorado,Orlândia,1ª Vara,João Paulo Rodrigues da Cruz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500695-80.2022.8.26.0559,Roubo Majorado,Tanabi,1ª Vara,TIAGO OCTAVIANI,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,N/A,N/A,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,N/A
1500715-50.2021.8.26.0157,Roubo Majorado,Cubatão,3ª Vara,DANIEL LEITE SEIFFERT SIMÓES,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500738-83.2022.8.26.0537,Roubo Majorado,Diadema,3ª Vara Criminal,Maria da Conceição Pinto Vendeiro,1460,2648,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Não,Não convertida
1500738-89.2022.8.26.0050,Roubo Majorado,São Paulo,20ª Vara Criminal,RICHARD FRANCISCO CHEQUINI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500742-45.2021.8.26.0347,Roubo Majorado,Matão,Vara Criminal,RICARDO DOMINGOS RINHEL,1470,2270,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500746-78.2022.8.26.0628,Roubo Majorado,Taboão da Serra,1ª Vara Criminal da Comarca de Taboão da Serra,Gustavo de Azevedo Marchi,1470,2421,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500747-97.2021.8.26.0628,Roubo Majorado,Taboão da Serra,1ª Vara Criminal da Comarca de Taboão da Serra,Gustavo de Azevedo Marchi,1958,3026,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500752-85.2020.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Dr(a). Flavio Roberto de Carvalho,N/A,3750,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500754-03.2020.8.26.0571,Roubo Majorado,Itapetininga,1ª Vara Criminal,Dr(a). ANDRE LUIS BASTOS,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Sim,Não,Não,N/A,Sim,Não,Não,Sim,Não,Não convertida
1500766-08.2022.8.26.0616,Roubo Majorado,Ferraz de Vasconcelos,3ª Vara,João Luis Calabrese,1700,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,N/A,Não,Sim,Não,Não,N/A,Não convertida
1500773-96.2022.8.26.0196,Roubo Majorado,Franca,2ª Vara Criminal,EWERTON MEIRELIS GONCALVES,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,Não,Não,Não,N/A,Sim,Sim,Não,Não,Não,Não convertida
1500775-20.2022.8.26.0567,Roubo Majorado,Sorocaba,2ª Vara Criminal,MARGARETE PELLIZARI,1700,2768,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500783-93.2022.8.26.0050,Roubo Majorado,SÃO PAULO,14ª Vara Criminal,Fernando Augusto Andrade Conceição,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500785-48.2021.8.26.0616,Roubo Majorado,Suzano,2ª Vara Criminal,CLARA LACERDA DE ALMEIDA BARROS,1945,3026,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500787-40.2021.8.26.0544,Roubo Majorado,Cajamar,1ª Vara Judicial,Renato dos Santos,1700,3970,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,N/A
1500792-16.2022.8.26.0451,Roubo Majorado,Piracicaba,3ª Vara Criminal,Dr(a). Rodrigo Pares Andreucci,1825,2430,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Não,Não,Sim,Não,Não convertida
1500793-83.2017.8.26.0157,Roubo Majorado,Cubatão,3ª Vara,Fernanda Regina Balbi Lombardi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1501446-21.2021.8.26.0618,Roubo Majorado,Taubaté,1ª Vara Criminal,Gabriel Araújo Gonzalez,1730,2310,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500102-98.2022.8.26.0608,Roubo Majorado,Franca,2ª Vara Criminal,EWERTON MEIRELIS GONCALVES,N/A,2334,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500196-49.2021.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,1825,6355,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500198-19.2021.8.26.0586,Roubo Majorado,São Roque,1ª Vara Criminal,Dr(a). Flavio Roberto de Carvalho,1825,6355,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500747-97.2021.8.26.0628,Roubo Majorado,Taboão da Serra,1ª Vara Criminal da Comarca de Taboão da Serra,Gustavo de Azevedo Marchi,1958,2595,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,N/A,Não convertida
1501328-85.2021.8.26.0540,Roubo Majorado,São Paulo,27ª Vara Criminal,Drª. Sirley Claus Prado Tonello,1748,2807,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500004-93.2021.8.26.0626,Roubo Majorado,Ubatuba,2ª Vara,ISABELLA CAROLINA MIRANDA RODRIGUES,1945,4255,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Sim,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1508041-08.2022.8.26.0228,Roubo Majorado,SÃO PAULO,12ª Vara Criminal,EVA LOBO CHAIB DIAS JORGE,2270,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500365-59.2022.8.26.0567,Roubo Majorado,Sorocaba,2ª Vara Criminal,Margarete Pellizari,1825,3405,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Sim,N/A,Não,Sim,Sim,Não,N/A,Não convertida
1505071-60.2021.8.26.0037,Roubo Majorado,Araraquara,3ª Vara Criminal,Roberto Raineri Simão,1825,5088,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
