Número processo,Categoria,comarca,vara,juiz,Pena Base,Pena Definitiva,Culpabilidade,Antecedentes,Personalidade do Agente,Circunstâncias do Crime,Pena-Base Minimo?,Reincidência,Contra Criança/Idoso/Enfermo/Grávida,Menor de 21 ou Maior de 70,Confissão Espontânea,Pena Provisória,Crime Tentado,Concurso de Pessoas,Restrição de Liberdade da Vítima,Arma Branca,Arma de Fogo,Conversão da Pena
0006314-40.2021.8.26.0223,Roubo Simples,Guarujá,1ª Vara Criminal,Denise Gomes Bezerra Mota,1440,2240,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Sim,Não convertida
0006490-82.2022.8.26.0320,Roubo Simples,Limeira,2ª Vara Criminal,Ricardo Truite Alves,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0006532-17.2017.8.26.0156,Roubo Simples,Cruzeiro,Vara Criminal,Claudionor Antonio Contri Junior,1748,2334,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
0006995-02.2021.8.26.0161,Roubo Simples,Diadema,2ª Vara Criminal,Patrícia Helena Hehl Forjaz de Toledo,N/A,5587,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0008411-24.2020.8.26.0554,Roubo Simples,Santo André,1ª Vara Criminal,Maria Sílvia Gabrielloni Feichtenberger,10,8,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Sim,Igual à base,Sim,Sim,Não,Não,Sim,Não convertida
0009011-64.2007.8.26.0210,Roubo Simples,Guaíra,1ª Vara,ANDERSON VALENTE,1460,2678,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0010763-12.2022.8.26.0577,Roubo Simples,São José dos Campos,4ª Vara Criminal,CARLOS GUTEMBERG DE SANTIS CUNHA,2142,3545,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0010845-28.2016.8.26.0068,Roubo Simples,Barueri,2ª Vara Criminal,Fabio Calheiros do Nascimento,1460,2406,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Sim,Não convertida
0013279-88.2015.8.26.0564,Roubo Simples,São Bernardo do Campo,3ª Vara Criminal,MARTA OLIVEIRA DE SÁ,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
0013648-62.2017.8.26.0451,Roubo Simples,Piracicaba,3ª Vara Criminal,Rodrigo Pares Andreucci,1700,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Não,Não,Não,Sim,Não convertida
0014458-07.2018.8.26.0482,Roubo Simples,Presidente Prudente,3ª Vara Criminal,Dra. Sizara Corral de Arêa Leão Muniz Andrade,1460,2272,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
0014784-75.2017.8.26.0037,Roubo Simples,Araraquara,1ª Vara Criminal,Dr(a). Adriana Albergueti Albano,1700,1460,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Não,Não convertida
0016735-97.2021.8.26.0576,Roubo Simples,São José do Rio Preto,2ª Vara Criminal,Dr. Luis Guilherme Pião,2675,9914,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0034278-89.2016.8.26.0576,Roubo Simples,São José do Rio Preto,5ª Vara Criminal,GLÁUCIA VÉSPOLI DOS SANTOS RAMOS DE OLIVEIRA,850,740,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,N/A,Convertida
0035438-54.2013.8.26.0577,Roubo Simples,São José dos Campos,3ª Vara Criminal,Dra. Beatriz Afonso Pascoal Queiroz,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0054479-02.2014.8.26.0050,Roubo Simples,SÃO PAULO,13ª Vara Criminal,Dr(a). Gerdinaldo Quichaba Costa,1700,3311,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
0086577-06.2015.8.26.0050,Roubo Simples,Diadema,1ª Vara Criminal,KLEBER LELES DE SOUZA,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500032-11.2022.8.26.0599,Roubo Simples,Piracicaba,2ª Vara Criminal,Flavia de Cassia Gonzales de Oliveira,1470,970,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Sim,Não,Não convertida
1500034-09.2022.8.26.0622,Roubo Simples,Itararé,2ª Vara,BRUNA MENDES FERREIRA,1640,1580,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Não,Não,Sim,Não,Convertida
1500049-42.2022.8.26.0633,Roubo Simples,Peruíbe,1ª Vara,ANDERSON JOSÉ BORGES DA MOTA,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,N/A,Não convertida
1500055-37.2021.8.26.0616,Roubo Simples,Suzano,2ª Vara Criminal,SANDRO CAVALCANTI ROLLO,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500084-50.2022.8.26.0617,Roubo Simples,São José dos Campos,2ª Vara Criminal,Brenno Gimenes Cesca,1945,2595,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
1500093-10.2022.8.26.0165,Roubo Simples,Dois Córregos,1ª Vara,Alexandre Vicioli,1700,1005,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Sim,Não,Diferente da base,Sim,Não,Não,Sim,Não,Não convertida
1500097-86.2021.8.26.0616,Roubo Simples,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,1460,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Sim,Igual à base,Não,Sim,Não,Não,N/A,Não convertida
1500133-08.2020.8.26.0150,Roubo Simples,Cosmópolis,1ª Vara Judicial,Maria Thereza Nogueira Pinto,1460,1460,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Sim,Sim,Não,Sim,Não convertida
1500135-10.2021.8.26.0516,Roubo Simples,Roseira,Vara Única,LUIZ HENRIQUE ANTICO,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Sim,Diferente da base,Não,Sim,Não,Não,N/A,N/A
1500137-11.2019.8.26.0108,Roubo Simples,SÃO PAULO,19ª Vara Criminal,Antonio Carlos de Campos Machado Junior,2190,3650,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500167-22.2022.8.26.0567,Roubo Simples,Sorocaba,3ª Vara Criminal,Daniella Camberlingo Querobim,1460,1945,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
1500185-58.2021.8.26.0347,Roubo Simples,Matão,Vara Criminal,RICARDO DOMINGOS RINHEL,1837,3060,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500193-04.2022.8.26.0540,Roubo Simples,Santo André,4ª Vara Criminal,Lucas Tambor Bueno,1460,970,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Sim,Sim,Não,Sim,Não,Não convertida
1500193-97.2022.8.26.0606,Roubo Simples,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,N/A,3405,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Não,Não,Não,Sim,Não convertida
1500223-05.2022.8.26.0616,Roubo Simples,Ferraz de Vasconcelos,1ª Vara,Clara Lacerda de Almeida Barros,1470,2446,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Não,Não,Não,Sim,Não convertida
1500228-27.2022.8.26.0616,Roubo Simples,Mogi das Cruzes,2ª Vara Criminal,Dr. Davi de Castro Pereira Rio,2190,6980,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Sim,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500239-17.2021.8.26.0608,Roubo Simples,Franca,2ª Vara Criminal,ALEXANDRE SEMEDO DE OLIVEIRA,1700,2382,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Igual à base,Não,Sim,Não,Sim,Não,Não convertida
1500245-94.2022.8.26.0347,Roubo Simples,Matão,Vara Criminal,RICARDO DOMINGOS RINHEL,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Sim,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
1500260-59.2021.8.26.0586,Roubo Simples,São Roque,1ª Vara Criminal,Flavio Roberto de Carvalho,1945,3210,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,N/A,Não convertida
1500274-67.2022.8.26.0599,Roubo Simples,Piracicaba,3ª Vara Criminal,FELIPPE ROSA PEREIRA,1470,1718,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Sim,Não,Não,Sim,Não,Não convertida
1500279-42.2022.8.26.0550,Roubo Simples,Rio Claro,3ª Vara Criminal,SERGIO LAZZARESCHI DE MESQUITA,1460,2640,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500284-57.2022.8.26.0617,Roubo Simples,São José dos Campos,2ª Vara Criminal,BRENNO GIMENES CESCA,1700,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Não,Não,Não,Não convertida
1500323-10.2022.8.26.0567,Roubo Simples,Sorocaba,3ª Vara Criminal,Daniella Camberlingo Querobim,1711,2835,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500329-16.2022.8.26.0050,Roubo Simples,SÃO PAULO,11ª Vara Criminal,Dr. José Paulo Camargo Magano,1945,3240,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Sim,Sim,Sim,Não convertida
1500330-10.2021.8.26.0608,Roubo Simples,Pedregulho,Vara Única,Luiz Gustavo Giuntini de Rezende,N/A,2190,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Sim,Não convertida
1500345-76.2022.8.26.0144,Roubo Simples,Conchal,Vara Única,RAPHAELLO ALONSO GOMES CAVALCANTI,1945,7446,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500361-49.2022.8.26.0558,Roubo Simples,São José do Rio Preto,2ª Vara Criminal,Dr. Luis Guilherme Pião,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
1500362-88.2021.8.26.0616,Roubo Simples,Mogi das Cruzes,3ª Vara Criminal,Tiago Ducatti Lino Machado,N/A,3183,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Não,Não convertida
1500370-14.2022.8.26.0557,Roubo Simples,Bebedouro,1ª Vara,Neyton Fantoni Júnior,1711,3783,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Sim,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500375-87.2022.8.26.0540,Roubo Simples,Santo André,2ª Vara Criminal,Dr(a). Teresa Cristina Cabral Santana,1460,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Não,Não convertida
1500389-80.2022.8.26.0537,Roubo Simples,Diadema,3ª Vara Criminal,Maria da Conceição Pinto Vendeiro,1460,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500390-20.2021.8.26.0628,Roubo Simples,Embu das Artes,1ª Vara Judicial,DÉBORA CUSTÓDIO SANTOS MARCONI,1825,4165,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Sim,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500393-72.2021.8.26.0531,Roubo Simples,Santa Adélia,Vara Única,FELIPE FERREIRA PIMENTA,1460,2190,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Sim,Não,Não convertida
1500397-27.2020.8.26.0602,Roubo Simples,Sorocaba,1ª Vara Criminal,JOSE CARLOS METROVICHE,1711,2207,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Não,Não,Sim,N/A,Não convertida
1500398-31.2021.8.26.0552,Roubo Simples,Santa Rita do Passa Quatro,2ª Vara,THIAGO ZAMPIERI DA COSTA,2280,3040,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Igual à base,Não,Sim,Sim,Não,Sim,Convertida
1500400-24.2021.8.26.0318,Roubo Simples,Leme,Vara Criminal,Fernanda Oliveira Silva,1460,1945,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
1500412-73.2022.8.26.0004,Roubo Simples,SÃO PAULO,4ª Vara Criminal,MARIA PRISCILLA ERNANDES VEIGA OLIVEIRA,1825,5518,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500415-33.2021.8.26.0628,Roubo Simples,Taboão da Serra,1ª Vara Criminal da Comarca de Taboão da Serra,Dr(a). Fábio Augusto Paci Rocha,3515,7075,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500422-77.2022.8.26.0567,Roubo Simples,Sorocaba,1ª Vara Criminal,JOSE CARLOS METROVICHE,1945,4321,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500436-12.2021.8.26.0530,Roubo Simples,Ribeirão Preto,1ª Vara Criminal,Guaracy Sibille Leite,N/A,2701,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Sim,Sim,Sim,Não,Sim,Não convertida
1500458-60.2017.8.26.0223,Roubo Simples,Guarujá,1ª Vara Criminal,Dr(a). Denise Gomes Bezerra Mota,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
1500463-28.2022.8.26.0540,Roubo Simples,Mauá,2ª Vara Criminal,Paulo Antonio Canali Campanella,1460,3240,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
1500474-51.2022.8.26.0542,Roubo Simples,Osasco,3ª Vara Criminal,DANIELLE MARTINS CARDOSO,N/A,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Não,Não,Sim,Não,Não convertida
1500476-57.2022.8.26.0530,Roubo Simples,Ribeirão Preto,1ª Vara Criminal,CAROLINA MOREIRA GAMA,1711,2723,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Sim,Não,Não convertida
1500476-87.2022.8.26.0617,Roubo Simples,São José dos Campos,2ª Vara Criminal,BRENNO GIMENES CESCA,1711,4551,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Sim,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500478-73.2022.8.26.0547,Roubo Simples,Santa Rita do Passa Quatro,1ª Vara,Nélia Aparecida Toledo Azevedo,1651,2633,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
1500478-88.2022.8.26.0542,Roubo Simples,Osasco,1ª Vara Criminal,Gisele de Castro Catapano,1700,3120,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,Diferente da base,Sim,Sim,Sim,Não,Sim,Não convertida
1500490-39.2021.8.26.0542,Roubo Simples,Barueri,2ª Vara Criminal,Fabio Calheiros do Nascimento,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500514-05.2022.8.26.0616,Roubo Simples,Itaquaquecetuba,1ª Vara Criminal,Dra. Érica Pereira de Sousa,1470,1958,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,Igual à base,Não,Não,Sim,Não,Sim,Não convertida
1500574-72.2022.8.26.0617,Roubo Simples,São José dos Campos,2ª Vara Criminal,DENISE VIEIRA MOREIRA,2430,4865,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500578-13.2021.8.26.0628,Roubo Simples,Cotia,Vara Criminal,Andressa Martins Bejarano,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Sim,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500600-26.2022.8.26.0567,Roubo Simples,Votorantim,Vara Criminal,Barbara Syuffi Montes,1460,2595,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500609-80.2022.8.26.0019,Roubo Simples,Americana,2ª Vara Criminal,EUGENIO AUGUSTO CLEMENTI JUNIOR,1470,1958,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
1500614-74.2021.8.26.0557,Roubo Simples,Barretos,2ª Vara Criminal,LUCIANO DE OLIVEIRA SILVA,1460,2430,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500624-10.2022.8.26.0032,Roubo Simples,Araçatuba,2ª Vara Criminal,DANILO BRAIT,1700,2648,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Não,Não,Sim,Não,Não convertida
1500626-71.2022.8.26.0228,Roubo Simples,SÃO PAULO,13ª Vara Criminal,Dr(a). Gerdinaldo Quichaba Costa,1460,1958,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Não,Não convertida
1500633-97.2022.8.26.0540,Roubo Simples,Mauá,1ª Vara Criminal,SANDRO RAFAEL BARBOSA PACHECO,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Sim,Não convertida
1500666-87.2021.8.26.0616,Roubo Simples,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,1825,1575,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500673-09.2022.8.26.0628,Roubo Simples,Itapecerica da Serra,1ª Vara,LUCAS DADALTO SAHÃƒO,3211,3600,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Sim,Não,Não,Não,Sim,Não convertida
1500674-91.2022.8.26.0628,Roubo Simples,Taboão da Serra,2ª Vara Criminal da Comarca de Taboão da Serra,Fábio Augusto Paci Rocha,1700,3783,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500687-82.2021.8.26.0545,Roubo Simples,Atibaia,2ª Vara Criminal,CAROLINA CHEQUE DE FREITAS,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,Não,Não convertida
1500728-86.2020.8.26.0544,Roubo Simples,Itupeva,Vara Única,Dr(a). HELOISA HELENA PALHARES MONTENEGRO DE MORAES,1711,1010,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Uma condenação,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500738-74.2022.8.26.0540,Roubo Simples,Santo André,3ª Vara Criminal,Jarbas Luiz dos Santos,1945,645,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500741-44.2022.8.26.0050,Roubo Simples,SÃO PAULO,8ª Vara Criminal,Cynthia Maria Sabino Bezerra Camurri,1825,3545,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500754-90.2022.8.26.0196,Roubo Simples,Franca,2ª Vara Criminal,ALEXANDRE SEMEDO DE OLIVEIRA,1460,2430,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Não,Não,Sim,N/A,Não convertida
1500784-79.2022.8.26.0567,Roubo Simples,Sorocaba,1ª Vara Criminal,JOSE CARLOS METROVICHE,1700,2270,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Igual à base,Não,Não,Sim,Sim,Não,Não convertida
1500790-27.2021.8.26.0210,Roubo Simples,Guaíra,1ª Vara,ANDERSON VALENTE,1460,2595,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Não,Igual à base,Não,Não,Não,Sim,Não,Não convertida
